postId,slug,title,creatorId,collectionId,upvotes,views,reads,createdAt,firstPublishedAt,visibility,firstPublishedAtBucket,readingTime,syndicatedViews,claps,updateNotificationSubscribers,isSeries,internalReferrerViews,friendsLinkViews,type,daysSincePublished
58503fcaf629,チュートリアル-box-ai-api-aiモデルの上書きオプション-58503fcaf629,[チュートリアル] Box AI API — AIモデルの上書きオプション,5c489a4342f7,d4dda281ea02,0,11,5,2024-10-18T05:52:38,2024-10-18T05:52:38,PUBLIC,1729245158797,69.75933333333333,0,0,0,False,0,0,PostStat,110
c9aa2ba9196e,llamaindex用boxツールの導入-c9aa2ba9196e,LlamaIndex用Boxツールの導入,5c489a4342f7,d4dda281ea02,0,16,10,2024-10-04T02:33:13,2024-10-04T02:33:13,PUBLIC,1728023593753,17.561999999999998,0,0,0,False,0,0,PostStat,124
772a45d9d792,ビデオ-box-ai-platform-api-パートナースポットライト-llamaindex-772a45d9d792,[ビデオ] Box AI Platform API: パートナースポットライト — LlamaIndex,5c489a4342f7,d4dda281ea02,0,11,4,2024-09-26T01:39:03,2024-09-26T01:39:03,PUBLIC,1727329143276,1.49,0,0,0,False,0,0,PostStat,132
1404c69a3011,ビデオ-box-ai-platform-apiの開発者によるラウンドテーブル-1404c69a3011,[ビデオ] Box AI Platform APIの開発者によるラウンドテーブル,5c489a4342f7,d4dda281ea02,0,6,1,2024-09-25T04:11:10,2024-09-25T04:11:10,PUBLIC,1727251870415,1.57,0,0,0,False,0,0,PostStat,133
d1b298c34bd5,box-ai-platformの新機能による構造化データ抽出の強化-d1b298c34bd5,Box AI Platformの新機能による構造化データ抽出の強化,5c489a4342f7,d4dda281ea02,0,21,8,2024-09-25T04:04:04,2024-09-25T04:04:04,PUBLIC,1727251444319,7.057333333333334,0,0,0,False,0,0,PostStat,133
37d068bb7166,ビデオ-box-ai-platform-apiに関するインタビュー-37d068bb7166,[ビデオ] Box AI Platform APIに関するインタビュー,5c489a4342f7,d4dda281ea02,0,7,1,2024-09-17T04:03:51,2024-09-17T04:03:51,PUBLIC,1726560231090,2.334,0,0,0,False,0,0,PostStat,141
2923aa79df5d,langchain-box-loaderの導入-2923aa79df5d,LangChain Box loaderの導入,5c489a4342f7,d4dda281ea02,0,53,23,2024-09-10T01:37:17,2024-09-10T01:37:17,PUBLIC,1725946637389,7.298,0,0,0,False,0,0,PostStat,148
62a48bf419eb,ビデオ-box-ai-platform-apiのデモ-62a48bf419eb,[ビデオ] Box AI Platform APIのデモ,5c489a4342f7,d4dda281ea02,0,24,11,2024-09-05T21:31:41,2024-09-05T21:31:41,PUBLIC,1725586301469,2.716,0,0,0,False,0,0,PostStat,153
9f5f401e3c08,box-llama-index-reader-優れた機能-9f5f401e3c08,Box Llama-Index Reader: 優れた機能,5c489a4342f7,d4dda281ea02,0,38,18,2024-08-30T01:39:02,2024-08-30T01:39:01,PUBLIC,1724996341957,24.024,0,0,0,False,0,0,PostStat,159
837cb46fba39,box-llama-index-readerの導入-837cb46fba39,Box Llama-Index Readerの導入,5c489a4342f7,d4dda281ea02,0,46,30,2024-08-26T05:50:28,2024-08-26T05:50:28,PUBLIC,1724665828438,15.138,0,0,0,False,0,0,PostStat,163
